,name,genre,type,rating,members
5108,Megami Kouhosei,"Action, Mecha, Military, Sci-Fi, Space",TV,6.55,14757
5109,Minami no Shima no Dera-chan,"Comedy, Slice of Life",Movie,6.55,7224
5110,Monkey Turn,"Drama, Sports",TV,6.55,586
5111,Naruto: Akaki Yotsuba no Clover wo Sagase,"Adventure, Comedy, Shounen",Special,6.55,47587
5112,Neko Ramen,Comedy,ONA,6.55,2059
5113,Peut-etre Toi,Music,Music,6.55,1532
5114,Pokemon Fushigi no Dungeon: Magnagate to Mugendai Meikyu,"Adventure, Fantasy, Kids",ONA,6.55,624
5115,Robot Girls Z,"Comedy, Mecha, Parody",Special,6.55,12212
5116,Rozen Maiden: Meitantei Kunkun - Duell Walzer,"Comedy, Mystery",Special,6.55,13901
5117,Sakura Taisen: Katsudou Shashin,"Adventure, Mecha, Sci-Fi, Shounen",Movie,6.55,4010
5118,Saru Getchu: On Air,"Adventure, Comedy, Fantasy, Kids, Romance, Shounen",TV,6.55,632
5119,Sentimental Journey,"Drama, Romance, Shoujo",TV,6.55,1412
5120,Soukou Kihei Votoms: Vol.2 Highlights of the &#039;A.T. Votoms&#039;,"Action, Drama, Mecha, Military, Sci-Fi",OVA,6.55,283
5121,Souten no Ken Specials,"Action, Historical, Martial Arts, Shounen",Special,6.55,1122
5122,Tactical Roar,"Comedy, Military, Romance, Sci-Fi",TV,6.55,6479
5123,Tottoko Hamtarou OVA 4: Hamuchanzu no Mezase! Hamuhamu Kin Medal - Hashire! Hashire! Daisakusen,"Adventure, Comedy, Kids",OVA,6.55,738
5124,Twin Signal: Family Game,"Action, Comedy, Mecha, Sci-Fi",OVA,6.55,1026
5125,Uchuu no Kishi Tekkaman,"Action, Adventure, Mecha, Sci-Fi, Shounen, Space",TV,6.55,1059
5126,Under the Dog,"Action, Sci-Fi, Thriller",OVA,6.55,29922
5127,Venus Versus Virus,"Drama, Romance, Supernatural",TV,6.55,20883
5128,Angelique: Seichi yori Ai wo Komete,"Adventure, Comedy, Drama, Fantasy, Romance, Sci-Fi, Shoujo",OVA,6.54,1946
5129,Animation Kikou: Marco Polo no Bouken,"Adventure, Historical",TV,6.54,249
5130,Bannou Bunka Neko-Musume DASH!,"Action, Comedy, Ecchi, Romance, Sci-Fi",OVA,6.54,3473
5131,BlazBlue: Alter Memory Specials,Comedy,Special,6.54,952
5132,Bobobo-bo Bo-bobo Recap,"Action, Comedy, Parody, Sci-Fi, Shounen",Special,6.54,606
5133,Chikyuu ga Ugoita Hi,Drama,Movie,6.54,744
5134,Code Geass: Nunnally in Wonderland,"Comedy, Fantasy, Parody",OVA,6.54,37087
5135,Comic Party Specials,"Comedy, Drama",Special,6.54,2669
5136,Cosmo Warrior Zero Gaiden,"Adventure, Drama, Military, Sci-Fi, Space",Special,6.54,1215
5137,Dr. Slump Movie 09: Arale-chan N-cha!! Wakuwaku Hot no Natsuyasumi,"Comedy, Sci-Fi, Shounen",Movie,6.54,553
5138,Ginyuu Mokushiroku Meine Liebe,"Fantasy, Shoujo",TV,6.54,9540
5139,Hana yori Dango (Movie),"Drama, Romance, Shoujo",Movie,6.54,4576
5140,Houkago Midnighters,"Fantasy, Kids",Movie,6.54,847
5141,Kagaku Kyuujo-tai TechnoVoyager,"Action, Adventure, Mecha, Sci-Fi, Space",TV,6.54,377
5142,Kagaku Ninja-tai Gatchaman (Movie),"Action, Adventure, Sci-Fi, Shounen",Movie,6.54,694
5143,Kagewani,"Horror, Mystery, Supernatural, Thriller",TV,6.54,19225
5144,Kagewani: Shou,"Horror, Mystery, Supernatural, Thriller",TV,6.54,11052
5145,Kinnikuman: Ooabare! Seigi Choujin,"Action, Comedy, Shounen, Sports",Movie,6.54,327
5146,Kuromajo-san ga Tooru!!,"Comedy, Magic, School, Slice of Life",TV,6.54,5677
5147,Mahou no Angel Sweet Mint,"Magic, Shoujo",TV,6.54,879
5148,Mass Effect: Paragon Lost,"Action, Adventure, Sci-Fi",Movie,6.54,5305
5149,Obake no Q-tarou (1985),"Comedy, Kids, School, Slice of Life, Supernatural",TV,6.54,161
5150,Oneechan ga Kita,"Comedy, Slice of Life",TV,6.54,45457
5151,Parasol Henbei,"Adventure, Comedy, Fantasy, Kids, Magic",TV,6.54,229
5152,"Saikin, Imouto no Yousu ga Chotto Okashiinda ga. OVA","Comedy, Ecchi, Romance, Shounen, Supernatural",OVA,6.54,14564
5153,Sengoku Collection,"Fantasy, Parody, Samurai",TV,6.54,16287
5154,Senran Kagura Specials,Ecchi,Special,6.54,8282
5155,Shin-Men,"Action, Comedy, Kids",TV,6.54,479
5156,Shinryaku! Ika Musume: Ika Ice Tabena-ika?,Music,Music,6.54,3600
5157,Shinryaku! Ika Musume: Kore ga Umi e no Ai Jana-ika!,Music,Music,6.54,2162
5158,Sonic X,"Adventure, Comedy, Kids, Mecha, Sci-Fi, Shounen",TV,6.54,28296
5159,Suhoyojeong Michel,"Adventure, Fantasy, Kids",TV,6.54,376
5160,Tanpen Unico: Kuroi Kumo to Shiroi Hane,"Adventure, Fantasy, Kids",Movie,6.54,699
5161,Tiger Mask Fuku Men League Sen,"Shounen, Sports",Movie,6.54,253
5162,Tottoko Hamtarou OVA 2: Hamuchanzu no Takara Sagashi Daisaku - Hamuha! Suteki na Umi no Natsuyasumi,Kids,OVA,6.54,749
5163,Yami Shibai 2nd Season,"Dementia, Horror, Supernatural",TV,6.54,17379
5164,Yuukan Club,"Comedy, Mystery, School, Shoujo",OVA,6.54,287
5165,Angelique,"Drama, Fantasy, Romance, Sci-Fi, Shoujo",OVA,6.53,3523
5166,Casshern: Robot Hunter,"Adventure, Mecha, Sci-Fi",OVA,6.53,4497
5167,Chiisana Kyojin Microman,"Action, Adventure, Comedy, Kids, Mecha, Sci-Fi, Shounen, Super Power",TV,6.53,411
5168,Chou Dendou Robo Tetsujin 28-gou FX,"Action, Adventure, Mecha, Sci-Fi",TV,6.53,354
5169,Gall Force: Chikyuu Shou,"Action, Mecha, Military, Sci-Fi",OVA,6.53,1098
5170,Genei wo Kakeru Taiyou,Magic,TV,6.53,33528
5171,Gokuu no Daibouken,"Comedy, Fantasy",TV,6.53,266
5172,Groizer X,"Mecha, Sci-Fi",TV,6.53,298
5173,Hakushaku to Yousei Specials,"Adventure, Fantasy, Historical, Magic",Special,6.53,5142
5174,Hoero! Bun Bun,"Adventure, Slice of Life",TV,6.53,284
5175,Huckleberry Finn Monogatari,Adventure,TV,6.53,665
5176,Human Crossing,"Drama, Slice of Life, Sports",TV,6.53,1739
5177,Hundred,"Action, Ecchi, Harem, Mecha, Romance, School, Sci-Fi",TV,6.53,92396
5178,Kochira Katsushikaku Kameari Kouenmae Hashutsujo,"Comedy, Police",Special,6.53,323
5179,Lily to Kaeru to (Otouto),"Adventure, Comedy, Supernatural",Special,6.53,760
5180,Magikano,"Comedy, Fantasy, Harem, Magic, Romance, Shounen",TV,6.53,22664
5181,Mahou Yuugi 2D,"Adventure, Comedy, Fantasy, Magic",ONA,6.53,1877
5182,Mahoutsukai Sally 2,"Comedy, Magic, Shoujo",TV,6.53,720
5183,Mazinger Z tai Dr. Hell,"Action, Drama, Mecha, Sci-Fi, Shounen",Movie,6.53,630
5184,Me gumi no Daigo: Kajiba no Baka Yarou,Drama,Movie,6.53,490
5185,Miss Monochrome: The Animation,"Comedy, Music, Slice of Life",TV,6.53,30403
5186,Next A-Class,"Action, Cars, Sci-Fi",ONA,6.53,4394
5187,Nijiiro Days: Houkago Special,"Comedy, Romance, School, Shoujo, Slice of Life",Special,6.54,1985
5188,Rhea Gall Force,"Action, Mecha, Military, Sci-Fi",OVA,6.53,1085
5189,The Ultraman,"Action, Sci-Fi, Shounen, Space, Super Power",TV,6.53,737
5190,Tiger Mask (Movie),"Shounen, Sports",Movie,6.53,243
5191,Tondemo Nezumi Daikatsuyaku,Adventure,Movie,6.53,252
5192,Tsubasa to Hotaru (2015),"Romance, School, Shoujo",Special,6.53,1886
5193,Tsuru ni Notte: Tomoko no Bouken,Drama,Movie,6.53,321
5194,Watashi to Watashi: Futari no Lotte,"Kids, Shoujo, Slice of Life",TV,6.53,364
5195,Yadamon,"Adventure, Comedy, Fantasy",TV,6.53,373
5196,Yonimo Osoroshii Grimm Douwa,"Dementia, Horror, Psychological",OVA,6.53,683
5197,Aisubeki Mirai e,Music,Music,6.52,966
5198,Appleseed XIII,"Action, Mecha, Military, Police, Sci-Fi",OVA,6.52,9336
5199,Black Magic M-66,"Action, Mecha, Military, Sci-Fi",OVA,6.52,5496
5200,Blassreiter: Navi,"Action, Sci-Fi",Special,6.52,2914
5201,Chameleon,"Comedy, Ecchi, School, Seinen",OVA,6.52,666
5202,Code-E,"Comedy, Romance, School, Sci-Fi, Slice of Life",TV,6.52,12238
5203,Demashita! Powerpuff Girls Z,"Action, Comedy, Magic, School, Sci-Fi, Shoujo, Slice of Life, Super Power",TV,6.52,13624
5204,Fastening Days,"Kids, Magic",ONA,6.52,3076
5205,Fushigi no Kuni no Alice,"Adventure, Fantasy, Kids",TV,6.52,1594
5206,Ginga Hyouryuu Vifam: Keito no Kioku - Namida no Dakkai Sakusen,"Action, Adventure, Mecha, Sci-Fi",OVA,6.52,208
5207,Harukanaru Toki no Naka de: Hachiyou Shou Specials,"Fantasy, Historical, Magic, Romance, Shoujo, Supernatural",Special,6.52,1773
5208,Hello Harinezumi: Satsui no Ryoubun,"Drama, Mystery, Psychological, Seinen",OVA,6.52,1213
5209,I&#039;ll/CKBC,"Action, School, Shounen, Sports",OVA,6.52,3425
5210,Itsuka Tenma no Kuro Usagi Special,"Comedy, Ecchi",Special,6.52,3251
5211,Just Awake,"Action, Music, Sci-Fi",Music,6.52,1057
5212,Kigyou Senshi Arslan,"Comedy, Parody",ONA,6.51,2323
5213,Kita e.: Diamond Dust Drops Special,"Drama, Slice of Life",Special,6.52,804
5214,Kite Liberator,"Action, Drama, Sci-Fi",OVA,6.52,15827
5215,Komadori Eiga: Komaneko,"Kids, Slice of Life",Movie,6.52,238
5216,Mahou Shoujo Madoka★Magica Movie 3: Hangyaku no Monogatari - Magica Quartet x Nisioisin,Comedy,Movie,6.52,6946
5217,Mega Man,"Action, Adventure, Comedy",TV,6.52,3263
5218,Mini Hama: Minimum Hamatora,"Comedy, Mystery, School, Shounen, Super Power",TV,6.53,1947
5219,Mobile Suit SD Gundam Mk I,"Mecha, Parody, Sci-Fi",Special,6.52,2371
5220,My Life,"Drama, Slice of Life",ONA,6.52,1507
5221,Oretachi ni Tsubasa wa Nai: Hadairo Ritsu Kyuuwari Zou!?,"Drama, Ecchi, Fantasy, Harem, Romance",OVA,6.52,8216
5222,Pia Carrot e Youkoso!! 2 DX,"Comedy, Romance",OVA,6.52,1425
5223,Pokemon: Pikachu no Natsumatsuri,"Action, Comedy, Fantasy, Kids",Special,6.52,3586
5224,Queen&#039;s Blade OVA,"Action, Adventure, Ecchi, Fantasy",OVA,6.52,8935
5225,Renkyori Enai,Music,Music,6.52,719
5226,Rokushin Gattai GodMars,"Action, Mecha, Sci-Fi, Space",TV,6.52,917
5227,Sakura Taisen: Sumire,"Adventure, Drama, Mecha, Sci-Fi, Shounen",OVA,6.52,1655
5228,Sekai Meisaku Douwa: Oyayubi Hime,"Fantasy, Kids",Movie,6.52,432
5229,Soukou Kihei Votoms Recaps,"Action, Drama, Mecha, Military, Sci-Fi",OVA,6.52,358
5230,Tanken Driland,"Adventure, Fantasy",TV,6.52,4058
5231,The iDOLM@STER Million Live! &quot;Dreaming!&quot; Animation PV,Music,Music,6.52,658
5232,TO,"Action, Sci-Fi",OVA,6.52,3869
5233,To Heart 2 Special,"Drama, Romance, School",Special,6.52,2599
5234,Torajima no Miime,Slice of Life,Special,6.52,331
5235,Umi no Triton (1979),"Adventure, Fantasy, Shounen",Movie,6.52,235
5236,Utawarerumono OVA Picture Drama,"Comedy, Fantasy",Special,6.52,3359
5237,Wolf Daddy,Fantasy,Movie,6.52,552
5238,Yasashii March: The Tender March,Music,Music,6.52,699
5239,Youjuu Toshi,"Action, Adventure, Demons, Drama, Horror, Super Power",Movie,6.52,13480
5240,Yurumates 3D Plus,"Comedy, Seinen, Slice of Life",TV,6.52,3276
5241,.hack//Versus: The Thanatos Report,"Action, Game, Sci-Fi",Special,6.51,4474
5242,Ajin Senshi,"Fantasy, Sci-Fi",Movie,6.51,603
5243,Cinnamon the Movie,Fantasy,Movie,6.51,493
5244,Fushigi na Koala Blinky,"Adventure, Comedy, Fantasy, Kids",TV,6.51,480
5245,Gakkatsu! 2nd Season,"Comedy, School",TV,6.51,1177
5246,Gangsta. Recap,"Action, Drama, Seinen",Special,6.51,10234
5247,Hidamari Sketch x 365 Recap,"Comedy, School, Slice of Life",Special,6.51,424
5248,High School! Kimengumi (Movie),"Action, Comedy, Parody, Romance, School, Shounen",Movie,6.51,270
5249,Kyoto Animation: Megane-hen,Thriller,Special,6.51,5705
5250,Kyoukaisenjou no Horizon Specials,"Comedy, Fantasy, School",ONA,6.51,1967
5251,Mahou Shoujo Pretty Sammy,"Comedy, Fantasy, Magic, Parody",OVA,6.51,4327
5252,Mahoutsukai Tai! vs. Shamanic Princess,"Comedy, Fantasy, Magic",OVA,6.51,820
5253,Mutsugo to Ouma no Monogatari,"Comedy, Parody",ONA,6.47,1489
5254,Natsu e no Tobira,"Drama, Romance, Shoujo, Shounen Ai",Movie,6.51,1975
5255,One Off,Slice of Life,OVA,6.5,9299
5256,Red Garden: Dead Girls,"Mecha, Mystery",OVA,6.51,5652
5257,Sakura Taisen: New York,"Adventure, Comedy, Supernatural",OVA,6.51,1769
5258,Shinshaku Sengoku Eiyuu Densetsu: Sanada Juu Yuushi The Animation,"Action, Comedy, Historical, Military, Samurai",TV,6.51,1006
5259,Silent Mobius: The Motion Picture,"Adventure, Sci-Fi, Supernatural",Movie,6.51,2194
5260,Suki na Mono wa Suki Dakara Shou ga Nai!!: Onsen ni Ikou!,"Comedy, School, Shoujo, Shounen Ai, Slice of Life",Special,6.51,814
5261,Tetsuwan Atom: Uchuu no Yuusha,"Action, Adventure, Drama, Mecha, Sci-Fi, Shounen",Movie,6.51,661
5262,Time Bokan Series: Time Patroltai Otasukeman,"Action, Adventure, Comedy, Sci-Fi",TV,6.51,341
5263,Trigger-chan,Action,ONA,6.51,5051
5264,X-Men,"Action, Drama, Super Power",TV,6.51,15653
5265,Yawaraka Sangokushi Tsukisase!! Ryofuko-chan,"Comedy, Ecchi, Magic",OVA,6.51,3560
5266,Arslan Senki (TV): Dakkan no Yaiba,"Action, Adventure, Drama, Fantasy, Historical, Supernatural",Special,6.5,6686
5267,Ashita no Joe Pilots,"Drama, Sports",Special,6.5,953
5268,Ashita Tenki ni Naare,Sports,TV,6.5,297
5269,Ayakashi,"Action, Fantasy, Horror, Sci-Fi",TV,6.5,20882
5270,Bad Boys,Comedy,OVA,6.5,584
5271,Bakugan Battle Brawlers: New Vestroia,"Adventure, Fantasy, Game, Shounen",TV,6.5,14694
5272,Black Jack: Karte NG Extras,Comedy,Special,6.5,612
5273,Bronze: Kouji Nanjo Cathexis,"Music, Shounen Ai",OVA,6.5,2929
5274,Burn Up! W,"Comedy, Ecchi, Mecha, Sci-Fi, Shounen",OVA,6.5,5750
5275,Captain Earth,"Action, Mecha, Romance, Sci-Fi, Space",TV,6.5,43137
5276,Choujin Sentai Baratack,"Adventure, Mecha, Sci-Fi",TV,6.5,330
5277,Choujuu Kishin Dancougar: Ushinawareta Monotachi e no Requiem,"Action, Drama, Mecha",OVA,6.5,653
5278,Choujuushin Gravion,"Action, Comedy, Mecha, Sci-Fi, Shounen",TV,6.5,8364
5279,Classroom☆Crisis Special,"School, Sci-Fi",Special,6.5,2738
5280,Duel Masters Cross Shock,"Action, Adventure, Comedy, Shounen",TV,6.5,920
5281,Ebiten: Kouritsu Ebisugawa Koukou Tenmonbu OVA,"Comedy, Ecchi, Parody, School, Shounen",OVA,6.5,3456
5282,Escha &amp; Logy no Atelier: Tasogare no Sora no Renkinjutsushi,Fantasy,TV,6.5,37885
5283,Final Fantasy: The Spirits Within,Sci-Fi,Movie,6.5,53822
5284,Gag Manga Biyori: Jump Festa 2002 Special,Comedy,Special,6.5,513
5285,Galilei Donna,"Action, Adventure, Sci-Fi",TV,6.5,39413
5286,HaruChika: Haruta to Chika wa Seishun suru,"Mystery, Romance, School, Slice of Life",TV,6.5,49971
5287,Hidamari Sketch x ☆☆☆ Recap,"Comedy, School, Slice of Life",Special,6.5,421
5288,Juusenki L-Gaim III: Full Metal Soldier,"Action, Mecha, Sci-Fi, Shounen",OVA,6.5,517
5289,Kara no Kyoukai: Manner Movies,"Action, Comedy",Movie,6.49,5367
5290,Kiniro no Corda: Blue♪Sky,"Harem, Music, School, Shoujo",TV,6.5,15742
5291,Mobile Suit SD Gundam Mk II,"Mecha, Parody, Sci-Fi",OVA,6.5,2112
5292,Ninja Hattori-kun (2012),Comedy,TV,6.5,282
5293,Phantasy Star Online 2 The Animation,"Action, Game, School, Sci-Fi",TV,6.5,32470
5294,Pure-tou no Nakama-tachi,"Fantasy, Kids",TV,6.5,386
5295,Queen&#039;s Blade: Rebellion,"Action, Adventure, Ecchi, Fantasy",TV,6.5,21706
5296,RahXephon Interlude: Her and Herself/Thatness and Thereness,"Drama, Psychological, Sci-Fi",OVA,6.5,5090
5297,Sanctuary,"Action, Drama, Police, Seinen, Thriller",OVA,6.5,1514
5298,Seikimatsu★Darling,"Comedy, Drama, Romance, Shounen Ai",OVA,6.5,4816
5299,Shichinin no Nana: Oshougatsu Da yo! 7 x 7 = 49-nin no Nana?,"Adventure, Comedy, Magic",Special,6.51,216
5300,Shin Mashin Eiyuuden Wataru Majinzan,"Action, Adventure, Comedy, Fantasy, Mecha, Sci-Fi",OVA,6.5,213
5301,The SoulTaker: Tamashii-gari,"Demons, Horror, Supernatural",TV,6.5,15796
5302,Toshi wo Totta Wani,Drama,Movie,6.5,1638
5303,Wanpaku Ouji no Orochi Taiji,Adventure,Movie,6.5,704
5304,Yagami-kun no Katei no Jijou,Comedy,OVA,6.5,647
5305,Yoshinaga-san&#039;chi no Gargoyle Specials,"Adventure, Comedy, Fantasy",Special,6.5,867
5306,Yurumates,"Comedy, Seinen, Slice of Life",OVA,6.5,4549
5307,11eyes,"Action, Ecchi, Super Power, Supernatural",TV,6.49,133971
5308,A-Ko The Versus,"Action, Adventure, Comedy, Romance, Sci-Fi, Super Power",OVA,6.49,2457
5309,Akage no Anne Specials,"Drama, Historical, Kids, Shoujo, Slice of Life",Special,6.49,331
5310,Arata naru Sekai: World&#039;s/Start/Load/End,Sci-Fi,OVA,6.49,13647
5311,Attack No.1: Namida no Sekai Senshuken,"Drama, Shoujo, Sports",Movie,6.49,248
5312,Boukensha: The Man Was from Spain,"Adventure, Historical",TV,6.49,496
5313,Catman Series II,"Comedy, Fantasy, Slice of Life",ONA,6.49,755
5314,D.C.III: Da Capo III Special,"Drama, Music, Romance, School",Special,6.49,3008
5315,Daisuki! Hello Kitty,"Fantasy, Kids",TV,6.49,1468
5316,Di Gi Charat: Kuchi Kara Bazooka,Comedy,Special,6.49,1249
5317,Dorami-chan: Mini-Dora SOS!!!,"Fantasy, Kids",Movie,6.49,178
5318,Fabre-sensei wa Meitantei,Mystery,TV,6.49,298
5319,Geneshaft,"Adventure, Mecha, Sci-Fi, Space",TV,6.49,8643
5320,Geobreeders: File-X Chibi Neko Dakkan,"Adventure, Comedy, Shounen, Supernatural",OVA,6.49,1636
5321,Guskou Budori no Denki,Drama,Movie,6.49,628
5322,"Gyakuten Saiban: Sono &quot;Shinjitsu&quot;, Igi Ari!","Comedy, Drama, Mystery, Police",TV,6.49,61410
5323,Haou Daikei Ryuu Knight: Adeu Legend Final,"Adventure, Comedy, Fantasy, Mecha, Parody",OVA,6.49,435
5324,Happy Seven: The TV Manga,"Comedy, Fantasy",TV,6.49,3287
5325,Himesama Goyoujin,Comedy,TV,6.49,1623
5326,Himitsu no Akko-chan,"Magic, School, Shoujo",TV,6.49,1085
5327,Jigokudou Reikai Tsuushin,"Fantasy, Horror",OVA,6.49,479
5328,Kyoushoku Soukou Guyver,"Action, Horror, Sci-Fi, Super Power",Movie,6.49,3185
5329,Magnerobo Ga-Keen,"Action, Mecha, Sci-Fi",TV,6.49,416
5330,Mahou no Tenshi Creamy Mami: Long Goodbye,"Comedy, Fantasy, Magic, Romance, Shoujo",OVA,6.49,476
5331,Mahoutsukai Sally,"Fantasy, Magic, School, Shoujo",TV,6.49,1478
5332,Miyamoto Musashi: Souken ni Haseru Yume,"Action, Historical, Martial Arts, Samurai",Movie,6.49,3721
5333,Nana Toshi Monogatari: Hokkyokukai Sensen,"Drama, Sci-Fi",OVA,6.49,1085
5334,Nuwa Chengzhang Riji,"Comedy, Fantasy",TV,6.49,3106
5335,Onboro Film,"Comedy, Parody",Movie,6.49,1507
5336,Penguin Musume♥Heart Special,"Comedy, Ecchi, School, Slice of Life",Special,6.49,2564
5337,Pokemon XY: New Year Special,"Action, Adventure, Comedy, Fantasy, Kids",Special,6.49,2270
5338,Pokemon: Utae Meloetta - Rinka no Mi wo Sagase!,"Adventure, Comedy, Fantasy, Kids",OVA,6.49,1701
5339,Recorder to Randoseru Mi☆ Special,"Comedy, School, Seinen, Slice of Life",Special,6.49,2752
5340,Shouwa Monogatari (Movie),"Drama, Historical",Movie,6.49,878
5341,Sketchbook: Full Color&#039;s Picture Drama,"Comedy, Slice of Life",Special,6.49,1487
5342,Space Fantasia 2001 Nights,"Drama, Sci-Fi, Seinen, Space",OVA,6.49,1284
5343,Space☆Dandy 2nd Season Picture Drama,"Comedy, Sci-Fi, Space",Special,6.49,1150
5344,Zetsumetsu Kigu Shoujo: Amazing Twins,"Magic, Slice of Life",OVA,6.49,7418
5345,Zou no Senaka: Tabidatsu Hi,"Drama, Seinen, Slice of Life",OVA,6.49,136
5346,Ajimu: Kaigan Monogatari,"Comedy, Drama, Romance, School",ONA,6.48,9102
5347,B-Densetsu! Battle Bedaman Enkon,"Adventure, Comedy, Kids, Shounen",TV,6.48,2512
5348,Black Jack: Dr. Pinoko no Mori no Bouken,Comedy,Special,6.48,1272
5349,Buta,"Adventure, Comedy, Fantasy, Historical",Movie,6.48,4850
5350,Cluster Edge,"Action, Fantasy, Military, Sci-Fi",TV,6.48,6995
5351,Dog Days&#039;&#039;: Gravure Talk,"Comedy, Fantasy",Special,6.48,748
5352,Dr. Slump Movie 06: Arale-chan N-cha! Penguin Mura wa Hare Nochi Hare,"Comedy, Sci-Fi, Shounen",Movie,6.48,557
5353,Gegege no Kitarou: Nippon Bakuretsu,"Action, Fantasy, Horror, Kids, Shounen, Supernatural",Movie,6.48,340
5354,Ghost in the Shell: Arise - Logicoma Specials,"Mecha, Sci-Fi",Special,6.48,3083
5355,Haou Taikei Ryuu Knight: Adeu Legend,"Action, Adventure, Fantasy, Mecha",OVA,6.48,617
5356,Little El Cid no Bouken,"Adventure, Historical, Kids",TV,6.48,274
5357,Lupin III: Secret File,"Adventure, Comedy, Shounen",OVA,6.48,1994
5358,Machine Robo: Revenge of Chronos,"Action, Mecha, Sci-Fi",TV,6.48,632
5359,Mahou no Mako-chan,"Fantasy, Magic, Romance, Shoujo",TV,6.48,678
5360,Manga Nippon Mukashibanashi (1976),"Fantasy, Historical",TV,6.48,406
5361,Marie &amp; Gali,Comedy,TV,6.48,2373
5362,Nanako SOS,"Comedy, Parody, Romance, Super Power",TV,6.48,587
5363,NG Knight Ramune &amp; 40 EX: Biku Biku Triangle Ai no Arashi Daisakusen,"Adventure, Comedy, Fantasy, Mecha, Shounen",OVA,6.48,440
5364,Nozomi Witches,"Romance, Sports",OVA,6.48,556
5365,Ojarumaru,"Adventure, Comedy, Fantasy",TV,6.48,515
5366,Ozanari Dungeon: Kaze no Tou,"Action, Adventure, Comedy, Fantasy",OVA,6.48,635
5367,Queen&#039;s Blade: Grimoire,"Action, Adventure, Ecchi, Fantasy",OVA,6.48,3831
5368,Robot Girls Z Specials,"Comedy, Mecha, Parody",Special,6.48,1592
5369,Saint Beast: Kouin Jojishi Tenshi Tan,Fantasy,TV,6.48,4707
5370,Seikima II Humane Society: Jinrui Ai ni Michita Shakai,"Demons, Supernatural",OVA,6.48,226
5371,Senran Kagura,"Action, Comedy, Ecchi, School",TV,6.48,55607
5372,Shakugan no Shana: Naze Nani Shana! Nandemo Shitsumonbako! Special,"Comedy, Fantasy, Supernatural",Special,6.48,2190
5373,Sousei no Aquarion Special,"Comedy, Mecha",Special,6.48,1419
5374,Stratos 4: Logbook,"Action, Ecchi, Sci-Fi",Special,6.48,1090
5375,Super Street Fighter IV,"Action, Adventure, Shounen",OVA,6.48,4498
5376,Tentou Mushi no Uta,"Drama, Slice of Life",TV,6.48,249
5377,The☆Doraemons: Goal! Goal! Goal!!,"Comedy, Fantasy, Kids, Sci-Fi, Shounen, Sports",Movie,6.48,496
5378,Track City,"Action, Cars",TV,6.48,393
5379,Uchuu no Kishi Tekkaman Blade II,"Action, Adventure, Drama, Mecha, Military, Sci-Fi, Space",OVA,6.48,2346
5380,Wonder Garden,Fantasy,ONA,6.48,2855
5381,Yotsunoha,"Romance, School",OVA,6.48,8565
5382,AD Police,"Adventure, Dementia, Mecha, Mystery, Police, Psychological, Sci-Fi, Thriller",OVA,6.47,6112
5383,Ai no Wakakusa Monogatari Specials,"Drama, Historical, Slice of Life",Special,6.47,265
5384,Bubuki Buranki,"Action, Drama, Mecha, Sci-Fi",TV,6.47,44978
5385,Dr. Slump Movie 05: Arale-chan Hoyoyo! Yume no Miyako Mechapolis,"Comedy, Sci-Fi, Shounen",Movie,6.47,537
5386,Heroman Specials,"Action, Sci-Fi, Shounen",Special,6.47,1879
5387,King of Fighters: Another Day,"Adventure, Drama, Shounen",ONA,6.47,8497
5388,Kishin Heidan,"Adventure, Historical, Mecha, Sci-Fi",OVA,6.47,1102
5389,Koihime†Musou OVA Omake,"Adventure, Comedy, Fantasy",Special,6.47,992
5390,Macross II: Lovers Again,"Adventure, Mecha, Military, Sci-Fi, Shounen, Space",OVA,6.47,6760
5391,Madonna,"Comedy, School, Sports",OVA,6.47,849
5392,Makyou Densetsu Acrobunch,"Mecha, Sci-Fi, Shounen",TV,6.47,318
5393,Maze☆Bakunetsu Jikuu: Hot Springs,"Action, Comedy, Ecchi, Fantasy",Special,6.47,646
5394,Memory (ONA),"Drama, Military, Sci-Fi, Slice of Life",ONA,6.47,1505
5395,Ookamikakushi,"Action, Horror, Mystery, Supernatural",TV,6.47,51323
5396,Ookii 1 Nensei to Chiisana 2 Nensei,Adventure,Movie,6.47,2830
5397,Pokemon XY: Odemashi Ko Majin Hoopa,"Action, Fantasy, Kids",OVA,6.47,1829
5398,Rail Wars!,"Action, Ecchi, Police",TV,6.47,85487
5399,Robotan (1986),"Comedy, Kids",TV,6.47,294
5400,Shin Mitsubachi Maya no Bouken,"Adventure, Comedy",TV,6.47,1286
5401,Sol Bianca,"Action, Adventure, Sci-Fi, Space",OVA,6.47,2723
5402,Sore ga Seiyuu!: Petit Uchiage,"Comedy, Slice of Life",Special,6.47,1651
5403,Soreyuke! Uchuu Senkan Yamamoto Yohko II,"Action, Adventure, Sci-Fi",OVA,6.47,1099
5404,Tantei Kageki Milky Holmes TD,"Comedy, Mystery, Super Power",TV,6.47,4967
5405,To Heart Omake,"Comedy, Harem, School, Slice of Life",Special,6.47,2007
5406,Wangpai Yushi Di 0 Ji,"Comedy, Fantasy, School, Shounen, Supernatural",Special,6.47,465
5407,Xenosaga The Animation,"Action, Mecha, Sci-Fi, Shounen, Space",TV,6.47,13827
5408,Zenryoku Usagi,"Comedy, Kids",TV,6.47,613
5409,Akuma-kun,"Adventure, Fantasy, Horror, Magic, Supernatural",TV,6.46,382
